# id ud_raw uq_raw vdc error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag
00000970 f2fde16d89 5fad6a400f 026f591 0 fffa8ba568 00281e584b f30355c821 5f854be7c4 1fd45d3 0140f2c 0006b57ee 1 1
00000971 80911dd36c ca2c5c768c 0077148 0 fff8e00398 fffcfd9032 80983dcfd4 ca2f5ee65a 1fc7002 1fe7ec8 0000e5033 1 1
00000972 9524b11afe 460b18973b 0b5edca 0 ff61e065e2 0067a5ec35 95c2d0b51c 45a372ab06 1b0f033 033d2f6 0017ad24c 1 1
00000973 4da3aa509f fd5b971594 0ee68b4 0 00f79e58bf fff792b229 4cac0bf7e0 fd6404636b 07bcf2c 1fbc959 0033078e4 1 1
00000974 5c3d3bafa0 86481cfefe 0d49250 0 00856cbc6e ff4feef7aa 5bb7cef332 86f82e0754 042b65e 1a7f77c 001724e5d 1 1
00000975 60efa81a58 ffcdc4a591 0e4fff1 0 00edfba951 ffff84ada7 6001ac7107 ffce3ff7ea 076fdd5 1ffc257 002747e1d 1 1
00000976 f572488ce2 aec57c193d 0bdf765 0 ffe6907223 ff3c3a01ef f58bb81abf af8942174e 1f34839 19e1d01 00268ffe1 1 1
00000977 faad1a80fe 4d0f7c7d3d 083b8c6 0 fff690b9a5 00889052b8 fab689c759 4c86ec2a85 1fb485d 0444829 001c5ac7b 1 1
00000978 4529f20486 0544822dfb 0016bf3 0 0001792285 00001cb91d 452878e201 05446574de 000bc91 0000e5d 0000573e9 1 1
00000979 be6801ddad 15919946d5 0d4c498 0 ff2df311d1 004511cb17 bf3a0ecbdc 154c877bbe 196f989 02288e6 00333c9ab 1 1
0000097a 9503c5d875 c77028ff67 00d868f 0 fff392d4a9 fff96e2709 95103303cc c776bad85e 1f9c96a 1fcb714 0001dbc12 1 1
0000097b 3aec4d17b2 3ef6d118ea 0b41422 0 007fdf6714 0088a4788f 3a6c6db09e 3e6e2ca05b 03fefb4 044523c 0022b8fd9 1 1
0000097c 6f48cfca4b 02c6b14857 0ab31be 0 00b1dae170 00046fd48f 6e96f4e8db 02c24173c8 058ed71 00237ea 0019923c7 1 1
0000097d c977067f74 a10b0efa51 0830977 0 ffbc2e24ba ff89e96b9e c9bad85aba a181258eb3 1de1712 1c4f4b6 0013e5c84 1 1
0000097e d35acfb230 811b11841e 050a257 0 ffe43048bc ffb0f3c9c7 d3769f6974 816a1dba57 1f21824 1d879e5 0009f7918 1 1
0000097f e690d187d0 bcc87e9eb6 017e6aa 0 fff735a295 ffe8c4d202 e6999be53b bcdfb9ccb4 1fb9ad1 1f46269 000587a41 1 1
00000980 8133672467 6210a3f3eb 05647ac 0 ffb9128238 0036dac9ca 817a54a22f 61d9c92a21 1dc8941 01b6d65 0008f32e3 1 1
00000981 91365a4aa8 e14e514cb9 0b14c72 0 ff4e6f4901 ffcece1378 91e7eb01a7 e17f833941 1a737a5 1e7670a 0019a4e05 1 1
00000982 8cc66160b9 c1d40df4ea 0914f3b 0 ff7b19f501 ffb84ad311 8d4b476bb8 c21bc321d9 1bd8cfb 1dc256a 001274416 1 1
00000983 4eaa2e48d5 134c9c4c35 0227c3e 0 0022ce5737 00088a05d9 4e875ff19e 134412465c 011672c 0044503 000714510 1 1
00000984 2b9996f829 03554d828a 03fb820 0 004206bbfd 00050c3680 2b57903c2c 0350414c0a 021035e 002861b 00183ad81 1 1
00000985 760ba7911c 3b16fc37f8 0c6530a 0 00b84dc576 005c41ac9d 755359cba6 3ababa8b5b 05c26e3 02e20d6 0018fb0fa 1 1
00000986 aaed8808a2 8f8745dc5f 060fd6f 0 ffc331e499 ffaf9c780a ab2a562409 8fd7a96455 1e198f2 1d7ce3c 000b6f9b2 1 1
00000987 71ce5a4438 d7bfe4157c 09785bc 0 0094749003 ffcb7eb6dd 7139e5b435 d7f4655e9f 04a3a48 1e5bf5b 0014df103 1 1
00000988 3b69ae208d dee5aaeea6 0013553 0 000118d01d ffff638a51 3b68955070 dee6476455 0008c68 1ffb1c5 00004b9fa 1 1
00000989 888ab5d183 58a7f145ea 0d29804 0 ff50417700 00826dc82f 893a745a83 5825837dbb 1a820bb 04136e4 001789f27 1 1
0000098a 7ee87e47c2 5690d86e16 08f48fe 0 007b03752f 0053e8c0fd 7e6d7ad293 563cefad19 03d81bb 029f460 000f824c6 1 1
0000098b d4a75aa6c2 db1a207bfb 0ddfeac 0 ff50533230 ff6a757ec7 d557077492 dbafaafd34 1a82999 1b53abf 0040d862d 1 1
0000098c a55699b646 973410e01e 0720c60 0 ffb2748533 ffa65d834b a5a4253113 978db35cd3 1d93a43 1d32ec2 000daf64c 1 1
0000098d 3a8c05cf8c 8b8ff2ac4c 0dedc18 0 00680ac375 ff31150247 3a23fb0c17 8c5eddaa05 0340562 1988a81 001c6ee0d 1 1
0000098e 2cedf4fc37 dbf14258c0 0ac265c 0 008b86f98d ff900637a1 2c626e02aa dc613c211f 045c37d 1c8031c 0031b000a 1 1
0000098f 9af708b634 6b3cd58a35 0b3bc2b 0 ff7fe99909 0087f36d7e 9b771f1d2b 6ab4e21cb7 1bff4cd 043f9b7 001448b7f 1 1
00000990 67c3a614cc 3dba4c5fcd 0b0db86 0 009df57ae5 005df79f86 6725b099e7 3d5c54c047 04efabd 02efbd0 00185b48f 1 1
00000991 184caa04c1 a1ebd4c603 02a93b1 0 000b10be8a ffd528a2a6 1841994637 a216ac235d 005885f 1ea9451 00074938e 1 1
00000992 2c25550403 84eaa1170c 04ab7f3 0 001a3713cc ffb6e8c522 2c0b1df037 8533b851ea 00d1b8a 1db7463 000980549 1 1
00000993 c71b43f30d d9159aee0f 078b238 0 ff987893a7 ffb92f7260 c782cb5f66 d95c6b7baf 1cc3c4a 1dc97b9 001d1d7c0 1 1
00000994 d8088daefc 0f8ef65666 0fb88d1 0 ff0c67938a 005ed40f72 d8fc261b72 0f302246f4 18633ca 02f6a08 00618505d 1 1
00000995 f72691862a 015258f524 06b5777 0 ff91abc650 00107a574c f794e5bfda 0141de9dd8 1c8d5e3 0083d2c 00c77acda 1 1
00000996 c65e65e9ca b5e5065b6b 056962e 0 ffc8c25c9b ffb8f7ebae c695a38d2f b62c0e6fbd 1e4612e 1dc7bf6 000f561a3 1 1
00000997 0dbd5c0a80 c43bd93a61 0a76394 0 0026f96180 ff56776bed 0d9662a900 c4e561ce74 0137cb1 1ab3bb6 002d62c24 1 1
00000998 64f202b2f1 e740ce67ad 0b1f770 0 00b3a11616 ffd3f6b63e 643e619cdb e76cd7b16f 059d08b 1e9fb5b 001c78b5b 1 1
00000999 b4f76c51a1 e348f76f41 06596a0 0 ff9d666176 ffda44262e b55a05f02b e36eb34913 1ceb331 1ed2213 001506797 1 1
0000099a 6ed999012c 401fdbe68e 077d68c 0 006bcd2ffb 003e5c685b 6e6dcbd131 3fe17f7e33 035e698 01f2e34 000f8f5b3 1 1
0000099b 7312726ecc 5b3c3c08b8 076e08a 0 0060ce3ddf 004cc0b041 72b1a430ed 5aef7b5877 030671f 0266058 000d75ce1 1 1
0000099c 1f27b76124 7fedc9ad27 03c2b5d 0 000ecbb6de 003cc110d6 1f18ebaa46 7fb1089c51 00765db 01e6088 00079936e 1 1
0000099d 4a44812360 2d4eb6772e 0133a46 0 00110ee77d 000a680f91 4a33723be3 2d444e679d 0088774 0053408 0003accb2 1 1
0000099e 306d8935a6 b5174f9127 0b75fc4 0 0067764b60 ff5ff69d32 300612ea46 b5b758f3f5 033bb26 1affb4f 00222ec29 1 1
0000099f 08d020f0d1 7ef2952945 06f1f5e 0 0007ff6e74 0073346320 08c821825d 7e7f60c625 003ffb7 0399a32 000e851c4 1 1
000009a0 3036059057 ffd2050b78 0b3ab23 0 00bab7374b ffff4dec75 2f7b4e590c ffd2b71f03 05d5b9c 1ffa6f6 003df7550 1 1
000009a1 847d5a987d f84b0d5cd7 0e0d998 0 ff16c85a89 fff1729901 8566923df4 f8599ac3d6 18b642d 1f8b94d 001e363cf 1 1
000009a2 36dc471be2 b80318febd 0b1a7d9 0 006fe831e1 ff6d27d627 366c5eea01 b895f12896 037f419 1b693eb 0020a337e 1 1
000009a3 a6203dedf9 b4bfbfdb0f 0301201 0 ffd9b2843a ffdfedee3b a6468b69bf b4dfd1ecd4 1ecd942 1eff6f7 0006d1a3d 1 1
000009a4 f05d8079e3 8e679ad7d6 090efe9 0 ffeb766714 ff6ac89acd f0720a12cf 8efcd23d09 1f5bb34 1b5644d 0015046b6 1 1
000009a5 135c32402c bdea4bbcbe 045be7c 0 00146095de ffba7178cc 1347d1aa4e be2fda43f2 00a304b 1dd38bc 0010d7323 1 1
000009a6 0bbab3b175 98c7b90db7 03e2465 0 00074aa4a9 ffbfd53a9b 0bb3690ccc 9907e3d31c 003a552 1dfea9d 0009f24c0 1 1
000009a7 2874b0223d 573b14f215 03a0072 0 00195c508f 0036aeb92d 285b53d1ae 57046638e8 00cae28 01b575d 000a07aaa 1 1
000009a8 f9aeb914ba db32e04066 0da13c1 0 ffd9a7f124 ff20a28422 f9d5112396 dc123dbc44 1ecd3f9 1905142 00611ca8e 1 1
000009a9 658ef1c16e 8b4ff6f896 0d9f06a 0 0094b16738 ff5527f3d4 64fa405a36 8bfacf04c2 04a58b4 1aa93fa 00176d023 1 1
000009aa ca7ca88770 16372bb5f3 0530e74 0 ffb0481e42 0021182ab6 cacc60692e 1616138b3d 1d8240f 0108c15 0017d5cd9 1 1
000009ab 29274b6a6d 714243f068 005d105 0 000210779d 0005ae6614 29253af2d0 713c958a54 001083c 002d733 0000cd764 1 1
000009ac 791744290e 666eec6478 03aa25b 0 002e859905 00275a9380 78e8be9009 664791d0f8 01742cd 013ad4a 000625a41 1 1
000009ad ac744734e3 db4b491098 0720ac6 0 ff937e9c24 ffd053faa0 ace0c898bf db7af515f8 1c9bf4e 1e829fd 0014c7b25 1 1
000009ae 9dfc4fbbb0 f1a051ef45 045a894 0 ffb85ff5f9 fff57f081c 9e43efc5b7 f1aad2e729 1dc2ffb 1fabf84 000bb132f 1 1
000009af e6a7356a91 9885db445a 01f1615 0 fff8505b04 ffe09f325e e6aee50f8d 98a53c11fc 1fc282e 1f04f99 0004da0f8 1 1
000009b0 7e11fce0c5 7fa9d6b6f7 027e2bc 0 001d20110e 001d7e4a3d 7df4dccfb7 7f8c586cba 00e9009 00ebf25 0003b2464 1 1
000009b1 c7655cc4e0 d7d3278f21 0d4aac8 0 ff4bc580fc ff8014d5b9 c8199743e4 d85312b968 1a5e2c0 1c00a6b 0032f1c02 1 1
000009b2 d364b2d721 b8114e13ba 017f263 0 fff2e27687 ffead9a813 d371d0609a b826746ba7 1f9713b 1f56cd4 0004b4517 1 1
000009b3 c044b4370e 4951b83e98 0c0c421 0 ff7c93c26a 0097319400 c0c82074a4 48ba86aa98 1be49e1 04b98ca 0020fe7ab 1 1
000009b4 6dbde8b943 d6d732824e 078f04c 0 0075adb8dc ffd3dd2714 6d483b0067 d703555b3a 03ad6dc 1e9ee94 0011283b5 1 1
000009b5 c0ac3c30e2 0f00735e83 0650bae 0 ff99d17c43 001834c3a4 c1126ab49f 0ee83e9adf 1cce8be 00c1a62 0019d11b3 1 1
000009b6 a3c113b252 9a58a4d068 0caee33 0 ff72477f3c ff63d35469 a44ecc3316 9af4d17bff 1b923c0 1b1e9aa 001894d72 1 1
000009b7 947777442c f67e073b78 0fcdc9a 0 fefa3d52ea ffe8db2997 957d39f142 f6952c11e1 17d1ea9 1f46d95 0026f2971 1 1
000009b8 f6c9aef11c 5e077b9ca1 098ddc9 0 fff08295b0 009e1b3cd0 f6d92c5b6c 5d69605fd1 1f8414b 04f0d9e 001ae742b 1 1
000009b9 4eac4c43a0 2acdf068a4 03b7c2c 0 00364d3aac 001d8b6281 4e75ff08f4 2ab0650623 01b269d 00ec5b1 000b0b23c 1 1
000009ba 9030dc0c23 4fea372d86 0c501cb 0 ff596f92b9 00770cfc5b 90d76c796a 4f732a312b 1acb7c9 03b867e 0017d5e34 1 1
000009bb 5cdf704241 c4c28a8ec6 098783c 0 0085969d95 ffaac9fd01 5c59d9a4ac c517c091c5 042cb4f 1d564ff 001703b0d 1 1
000009bc 82a3cc5570 c91f964a1b 00c3397 0 fff4624f3a fffaea431f 82af6a0636 c924ac06fc 1fa3128 1fd7522 00017b89f 1 1
000009bd 6cc6d2aa16 a85aaef949 0a50b6e 0 00858f314d ff9462c461 6c414378c9 a8c64c34e8 042c799 1ca3162 0013a5322 1 1
000009be 866fc7b056 602a5dcf0f 01359d2 0 fff03a70bf 000c7a0125 867f8d3f97 601de3cdea 1f81d38 0063d01 0002136b0 1 1
000009bf 874f9f7236 3b28cd549a 03c2300 0 ffc7e21ef6 001b81dfbe 8787bd5340 3b0d4b74dc 1e3f10f 00dc0f0 000770841 1 1
000009c0 53ecad4340 3a68f3ad00 02303af 0 001dddd23f 0014c95af1 53cecf7101 3a542a520f 00eeee9 00a64ad 0005b1a82 1 1
000009c1 3375818a83 c1671e205a 0a2c2fa 0 006b69f34a ff7d562dd2 330a179739 c1e9c7f288 035b4fa 1beab17 002165dba 1 1
000009c2 7b67bb40be 791398151c 0a51bec 0 007a7ae066 00782b3569 7aed406058 789b6cdfb3 03d3d70 03c159b 000fe14a7 1 1
000009c3 85698e67ce 3ebde0e7f2 00d1f0e 0 fff3dc8677 000636708b 8575b1e157 3eb7aa7767 1f9ee43 0031b38 000195958 1 1
000009c4 f7090dfff7 ad38bb3d5d 0fa711a 0 ffe3fa516c fefd3f05c3 f72513ae8b ae3b7c379a 1f1fd29 17e9f83 00320387b 1 1
000009c5 945d349711 f10bde0c80 0de985b 0 ff1adf7b1d ffe02af784 9542551bf4 f12bb314fc 18d6fbe 1f0157c 00220f3fa 1 1
000009c6 05dd5e4c40 c1d803c84b 0e801cf 0 0016a62cab ff0ff5146e 05c6b81f95 c2c80eb3dd 00b5316 187fa8a 003dca73a 1 1
000009c7 ebbad86d16 5b07049588 092ce0c 0 ffded6c924 0094eaa5d8 ebdc01a3f2 5a7219efb0 1ef6b65 04a7553 001a2cdd5 1 1
000009c8 dcdaf50dd2 85feed94e8 0617198 0 ffe3f80757 ff9eb0bea6 dcf6fd067b 86603cd642 1f1fc04 1cf585f 000cc2f01 1 1
000009c9 6d2b5fc9d3 af6a142a33 0756290 0 0062258311 ffb78d17f6 6cc93a46c2 afb287123d 03112c2 1dbc68c 000e626cb 1 1
000009ca b0c070d6b1 44ded400a1 05595e8 0 ffbcdda34e 003a57be88 b103933363 44a47c4219 1de6ed2 01d2bdf 000d8de09 1 1
000009cb 1126f1f546 301faa0033 0604e51 0 002199ec5c 005e466525 11055808ea 2fc1639b0e 010ccf6 02f2333 001f581f2 1 1
000009cc 0d56ee9085 6177a0a274 0d97fa0 0 001ea63d30 00dff18720 0d38485355 6097af1b54 00f531f 06ff8c4 0024c3145 1 1
000009cd a6c8462063 c87c6d135c 02dc328 0 ffd79efd33 ffe6dfff23 a6f0a72330 c8958d1439 1ebcf7f 1f37000 00073dce1 1 1
000009ce 445c4a8f83 d470bf2b46 041b3aa 0 0039952ca2 ffdb4edde1 4422b562e1 d495704d65 01cca96 1eda76f 000d7a384 1 1
000009cf 62e5466cfe f94ee15783 0acb26a 0 00b30ffc6c fff3e2308d 6232367092 f95aff26f6 05987fe 1f9f118 001cf84d9 1 1
000009d0 f14b8b262c 89a7b9d65c 047018f 0 fff6e6a81f ffb6c57d51 f154a47e0d 89f0f4590b 1fb7354 1db62bf 0009e67e5 1 1
000009d1 ec05ee7134 6cd489731a 03b84fe 0 fff4d52522 003cd688a5 ec11194c12 6c97b2ea75 1fa6a93 01e6b44 0008f1bc9 1 1
000009d2 e42374cc60 e8da7a766b 0c9e1f3 0 ff5e9f4542 ff79ee849d e4c4d5871e e9608bf1ce 1af4fa3 1bcf742 005caca08 1 1
000009d3 c65018639d eaad4b399f 03d13e3 0 ffc4769782 ffe9fe4575 c68ba1cc1b eac34cf42a 1e23b4c 1f4ff23 001083548 1 1
000009d4 508b7ef2ab 9cb6fc943e 016cbf5 0 000eecee1a ffed9a0ed5 507c920491 9cc9628569 0077677 1f6cd07 0002f7042 1 1
000009d5 7c5555688e b69b4fb59c 02e2cde 0 002952fcec ffe79b4766 7c2c026ba2 b6b3b46e36 014a97e 1f3cda4 0005515f0 1 1
000009d6 eb7392cb07 71562a276e 0f8936e 0 ffd1ea445e 00fe2f072f eba1a886a9 7057fb203f 1e8f522 07f1784 0023e23c2 1 1
000009d7 81991fca93 d98072420a 0a77f0f 0 ff597c1589 ffcd48cd24 823fa3b50a d9b32974e6 1acbe0b 1e6a467 001513dc0 1 1
000009d8 28bdc9634f 960ed7e484 020884c 0 000c2299b2 ffe071bbcd 28b1a6c99d 962e6628b7 006114d 1f038de 0004c4074 1 1
000009d9 13d12aea1a 03bfd1cfae 0592dfc 0 005b100ecf 00113a8842 13761adb4b 03ae97476c 02d8807 0089d44 004985cef 1 1
000009da e0b249cd03 bdcaf0080b 0374466 0 ffe77321bc ffcc13747c e0cad6ab47 bdfedc938f 1f3b991 1e609ba 000c8c58c 1 1
000009db f0a6995d09 201a2e3c36 0198671 0 fff48eb403 0017ee8105 f0b20aa906 20023fbb31 1fa475a 00bf741 000bed7e5 1 1
000009dc b9a0914688 07e7c112ae 062a8db 0 ff9a1c5dab 000b721766 ba0674e8dd 07dc4efb48 1cd0e2f 005b90c 00172a643 1 1
000009dd b8f6150781 921236a3b7 040b019 0 ffdb8346e9 ffc789b450 b91a91c098 924aacef67 1edc1a3 1e3c4da 000837cdc 1 1
000009de fc7d34bf53 9191cc121f 0fae240 0 fff7b7057d fefb67d4b8 fc857db9d6 9296643d67 1fbdb83 17db3ea 0025c1c30 1 1
000009df 96c11db466 02f3bfca54 04bdfb0 0 ffb12e3fdd 000235fca3 970fef7489 02f189cdb1 1d89720 0011afe 000bfb875 1 1
000009e0 3daf314541 56436f6e76 06da410 0 0042468edc 005caf24af 3d6ceab665 55e6c049c7 0212347 02e5792 001130df5 1 1
000009e1 3e9ef22077 2c1a9a38bf 0a4f56d 0 008c284270 0062b67bad 3e12c9de07 2bb7e3bd12 0461421 0315b3e 0023cf9d8 1 1
000009e2 ec9c3c0d95 e6d808aaca 00f1730 0 fff66d15b1 fff39431a6 eca5cef7e4 e6e4747924 1fb368b 1f9ca19 0007e6724 1 1
000009e3 777929f179 9d096afc1e 0b4b8f5 0 0090a301c9 ff8831739c 76e886efb0 9d81398882 0485181 1c418ba 00135eb2f 1 1
000009e4 cc810fb5f4 ecd3263f57 0ac8926 0 ff57f785cb ffc16e375a cd29183029 ed11b807fd 1abfbc3 1e0b71c 0034356b2 1 1
000009e5 26d7e2b9fa 8308fc742d 0b4a840 0 0037ba2de8 ff4cb78030 26a0288c12 83bc44f3fd 01bdd17 1a65bc0 0016f466f 1 1
000009e6 ecc0ec09bd cfef920f58 07e33be 0 ffcf3ee693 ff863edaf9 ecf1ad232a d06953345f 1e79f73 1c31f6d 002887d79 1 1
000009e7 3ef3782b30 f0d0404991 0c2b269 0 00c4b13bfb ffd08c9ebb 3e2ec6ef35 f0ffb3aad6 062589e 1e8464f 0031fe110 1 1
000009e8 4c2583d84d 633c356a0c 04b8437 0 002fc6781a 003e42e912 4bf5bd6033 62fdf280fa 017e33c 01f2175 000a09e16 1 1
000009e9 babcd0b848 d463a3563e 06d1cdb 0 ffa00b289e ffc394db3b bb1cc58faa d4a00e7b03 1d00594 1e1ca6e 00162a9ca 1 1
000009ea 4315fccf41 8c3248f359 0a81f90 0 005794cd91 ff68d13d2a 42be6801b0 8cc977b62f 02bca67 1b4689f 0014e35de 1 1
000009eb 101c080847 43fcdc3217 00ee83f 0 000392676c 000f131b1b 101875a0db 43edc916fc 001c934 007898e 00038c305 1 1
000009ec 8a4971d37f 49ce2baf0c 0212023 0 ffe2d571b2 0012497b69 8a669c61cd 49bbe233a3 1f16ab9 00924be 0003f6e1c 1 1
000009ed 16e07e3ae1 40c09d6fcb 0b7ea98 0 003fab6f70 00b43706c6 16a0d2cb71 400c666905 01fd5b8 05a1b83 002c87bcf 1 1
000009ee 1fa032b6b3 487cffe7bc 00f3e6d 0 000655bf19 000e852554 1f99dcf79a 486e7ac268 0032ae0 0074293 00033477e 1 1
000009ef fc21b0a21d b35735da96 086d453 0 fff8f03344 ff740f2b26 fc28c06ed9 b3e326af70 1fc781a 1ba0796 001d3533a 1 1
000009f0 2369b32be1 949485c3da 01c8f32 0 00094ae30f ffe3cffe60 23606848d2 94b0b5c57a 004a572 1f1e7ff 000432cfd 1 1
000009f1 b246db097a e79feaf47c 07dbe1a 0 ff835002b6 ffd8e5597a b2c38b06c4 e7c7059b02 1c1a801 1ec72ad 0019ab01d 1 1
000009f2 5773cc269d de39675157 051262b 0 004eab4b6c ffe19dd187 572520db31 de57c97fd0 02755a6 1f0cee9 000e649f0 1 1
000009f3 da0a4f06b6 0fd7a4e8a2 0d90019 0 ff2fe2506d 0056db4112 dada6cb649 0f80c9a790 197f128 02b6da1 0057b881c 1 1
000009f4 084743d778 fb5509d873 0336f12 0 002e8f64b8 ffe5bf2be5 0818b472c0 fb6f4aac8e 01747b2 1f2df96 0059fd279 1 1
000009f5 6422499ab2 3bf15a6d2f 02e36a1 0 0029350cb3 0018aaefb1 63f9148dff 3bd8af7d7e 0149a86 00c5578 000695972 1 1
000009f6 613d894510 682742617c 062784a 0 0045d5d8d3 004accd020 60f7b36c3d 67dc75915c 022eaec 0256668 000b7da23 1 1
000009f7 43ac5227a6 c21de14bd4 0085f22 0 00066b9d58 fffa2101b1 43a5e68a4e c223c04a23 00335cf 1fd1081 00018499d 1 1
000009f8 28e01fb084 43c94482cc 058fbc8 0 002fc0aa0a 004f30dfe9 28b05f067a 437a13a2e3 017e055 0279870 0012b1221 1 1
000009f9 c963b252fe bc0b753cf7 00e757c 0 fff6965dd5 fff4498be6 c96d1bf529 bc172bb111 1fb4b2f 1fa24c6 0002c1fbb 1 1
000009fa 1d301eab58 d45eefa4dc 0a0d29a 0 005ceeb5d4 ff75167a05 1cd32ff584 d4e9d92ad7 02e775b 1ba8b3d 0032f1612 1 1
000009fb b938056e92 ce7401dc33 0b86fcd 0 ff62f9dadd ff92154819 b9d50b93b5 cee1ec941a 1b17ced 1c90aa4 00237ebe6 1 1
000009fc 4500ea388f 897717ff79 057eefd 0 002df99254 ffb106272d 44d2f0a63b 89c611d84c 016fcc9 1d88314 000aa908e 1 1
000009fd 355b2730b3 d3a884812d 088bf3e 0 006d4bb245 ffa52b6281 34eddb7e6e d403591eac 036a5d9 1d295b1 0020c6552 1 1
000009fe cf31f088a3 46b00df851 01be65c 0 ffef86c33e 0017dc2186 cf4269c565 469831d6cb 1f7c362 00bee11 0005668fb 1 1
000009ff 533000111d 206ba46af0 04b32f9 0 0048d094ee 001c60c082 52e72f7c2f 204f43aa6e 024684a 00e3060 000e01441 1 1
00000a00 db54701824 faf409342d 00a9db2 0 fff5120fd6 fffe7eeefb db5f5e084e faf58a4532 1fa8908 1ff3f77 0004c4cd5 1 1
00000a01 00057a7e94 8ac2ebdd94 0040cb0 0 0000003258 fffbcaa4ae 00057a4c3c 8ac72138e6 0000019 1fde552 00009307f 1 1
00000a02 765bec575a 827ecb9bdc 0aa5743 0 0079745a3f ff7f36866d 75e277fd1b 82ff95156f 03cba2d 1bf9b43 00106b1f4 1 1
00000a03 acaf3ca892 05b1c3bcb8 004ba8c 0 fffb18e439 000055c88a acb423c459 05b16df42e 1fd8c72 0002ae4 0000f1085 1 1
00000a04 78b145315a 54f2396fb1 015d6cf 0 00128f4cfa 000d1013b6 789eb5e460 54e5295bfb 00947a6 006880a 000275df4 1 1
00000a05 1a0297bf5b d55f7250df 0b5e150 0 006273ccef ff5ea64d5d 19a023f26c d600cc0382 03139e6 1af5327 003c8ffde 1 1
00000a06 bddb01bf5f 71f9791a28 05cacdb 0 ffcfa857b5 00534caa4a be0b5967aa 71a62c6fde 1e7d42c 029a655 000bb19ae 1 1
00000a07 b62c0d6372 0966de56b6 0a44ef2 0 ff569d1c07 0015922c38 b6d570476b 09514c2a7e 1ab4e8e 00ac916 0024b59d0 1 1
00000a08 a719d15afc 2d4bb97093 044ce2d 0 ffc049ea71 0020764be5 a75987708b 2d2b4324ae 1e024f5 0103b26 000b7779f 1 1
00000a09 8f1ba0e14c 46a390b3cf 0a1d575 0 ff716d789c 005935e408 8faa3368b0 464a5acfc7 1b8b6bc 02c9af2 001434dfb 1 1
00000a0a 3b6d8a1df0 3f68fd7acd 0e26765 0 00a0e4e59f 00abacf108 3acca53851 3ebd5089c5 0507273 055d679 002b51722 1 1
00000a0b 64700ac253 df2bdd2e56 00df4ee 0 000dc959b0 fffb7e691a 64624168a3 df305ec53c 006e4ad 1fdbf35 0002323c4 1 1
00000a0c 1c5fa084f3 d6e57c0bc3 0ccbbd4 0 0078dea854 ff50e6a788 1be6c1dc9f d79495643b 03c6f54 1a87354 004428bcf 1 1
00000a0d 8253dfc60c b3717c2fb4 0b91bdd 0 ff5bb659df ff9beb7400 82f8296c2d b3d590bbb4 1addb2d 1cdf5ba 0014ea93c 1 1
00000a0e 3a52c3810d dfc66b8c19 0e2791a 0 00ce011dff ff8e2d9115 3984c2630e e0383dfb04 067008f 1c716c9 003883870 1 1
00000a0f ef273aa5de e9df523c60 060e7dc 0 ffc2fed300 ffafdf5e1d ef643bd2de ea2f72de43 1e17f69 1d7efaf 0039f0377 1 1
00000a10 af0ad3b25f 33f562ba64 0d144fc 0 ff48f91c4a 007577663a afc1da9615 337feb542a 1a47c8e 03abbb3 00242c1f3 1 1
00000a11 148480cb4e 83d474b404 0f0c727 0 0028cb13be ff091fb30e 145bb5b790 84cb5500f6 014658a 1848fda 001fcfb4e 1 1
00000a12 c2d154a48f 15586d2b8d 0fa6989 0 ff0a49dcc0 0055b96f8f c3c70ac7cf 1502b3bbfe 18524ee 02adcb8 004041c2a 1 1
00000a13 68f422622d 4746b14953 00f0f93 0 000cf2b56d 0008cb15ea 68e72facc0 473de63369 006795b 004658b 0001f9525 1 1
00000a14 0ebb68d92c e0db9c4076 068a06f 0 002e7f0418 ff9db63149 0e8ce9d514 e13de60f2d 0173f82 1cedb19 00327f764 1 1
00000a15 c9d48948b0 793f433b0b 031aeaa 0 ffeaf05f6c 002f23f84a c9e998e944 79101f42c1 1f57830 01791fc 000638832 1 1
00000a16 0503070855 58065a48a5 0d38b7c 0 000c7f3510 00db7d06dc 04f687d345 572add41c9 0063f9b 06dbe83 0027e54e8 1 1
00000a17 e04bd03ba8 62ec197b2a 07db5a7 0 ffd820cdb7 007c687637 e073af6df1 626fb104f3 1ec1067 03e343b 00141f456 1 1
00000a18 91e0a77c60 751fa90efb 0357701 0 ffd9f0a4d3 00287acea7 9206b6d78d 74f72e4054 1ecf852 0143d67 000587a3c 1 1
00000a19 1eeade776a d482d15090 075e200 0 0046fbd2b9 ff9c273878 1ea3e2a4b1 d4e6aa1818 0237de9 1ce139c 0024bc0ba 1 1
00000a1a d1d956338e 6888cf7623 02a9546 0 ffee2074c2 00287bd6ad d1eb35becc 6860539f76 1f7103a 0143deb 000632491 1 1
00000a1b 720fbd5620 b56f356de4 02201f5 0 001d94e03d ffeca95f3c 71f22875e3 b5828c0ea8 00eca70 1f654b0 000426497 1 1
00000a1c cfd54bee8f b7995eb986 060e8d7 0 ffc83749fc ffac26421e d00d14a493 b7ed387768 1e41ba5 1d61321 001287c06 1 1
00000a1d ac79c80405 1132e5de9a 00d6ed0 0 fff253b7e8 0002d0c1c7 ac87744c1d 1130151cd3 1f929dc 0016861 00029e848 1 1
00000a1e 305b37385e f3ed772bde 0b3f757 0 00b574f7c1 ffd2b2c774 2fa5c2409d f41ac4646a 05aba7c 1e95964 003c0a3a2 1 1
